,Deal Number,Acquiror name,Acquiror country code,Target name,Target country code,Deal type,Deal status,Deal value th USD,Last deal status date,Acquired stake (%),Initial stake (%),Final stake (%),Target primary NAICS 2017 code,Acquiror primary NAICS 2017 code,Acquiror ticker symbol,Target ticker symbol,Announced date,Deal method of payment,Target listed,Deal method of payment value th USD
,,,,"ATARA BIOTHERAPEUTICS INC.'S CELL THERAPY MANUFACTURING FACILITY IN THOUSAND OAKS, CALIFORNIA",US,,,,,100.00000,0.00000,100.00000,325412,,,,,,Unlisted,
3225.,1941670375,SARCOS TECHNOLOGY & ROBOTICS CORPORATION,US,RE2 INC.,US,Acquisition 100%,Completed,"100,000.00",25.04.2022,100.00000,0.00000,100.00000,333249,333249,PDYN,,28.03.2022,Cash,Unlisted,"30,000"
,,,,,,,,,,,,,,,,,,Shares,,"70,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
3226.,1941656722,CENTURY NEVADA ACQUISITION INC.,US,NUGGET SPARKS LLC,US,Acquisition 100%,Completed,"100,000.00",03.04.2023,100.00000,0.00000,100.00000,721120,713210,,,23.02.2022,,Unlisted,n.a.
3227.,1941654261,OMNICELL INC.,US,RECEPT HOLDINGS INC.,US,Acquisition 100%,Completed,"100,000.00",29.12.2021,100.00000,0.00000,100.00000,446110,511210,OMCL,,02.12.2021,Cash,Unlisted,"100,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
3228.,1941649740,BENESTAR BRANDS LLC,US,4505 MEATS INC.,US,Acquisition 100%,Completed,"100,000.00",01.02.2022,100.00000,0.00000,100.00000,311919,311919,,,01.02.2022,,Unlisted,n.a.
3229.,1941635765,NEXSTAR MEDIA GROUP INC.,US,"CW NETWORK LLC, THE",US,Acquisition 75%,Completed,"100,000.00",03.10.2022,75.00000,0.00000,75.00000,515120,515120,NXST,,15.08.2022,Liabilities,Unlisted,"100,000"
3230.,1941616459,SPS COMMERCE INC.,US,DATA MASONS SOFTWARE LLC,US,Acquisition 100%,Completed,"100,000.00",17.12.2020,100.00000,0.00000,100.00000,511210,518210,SPSC,,17.12.2020,Cash,Unlisted,"100,000"
3231.,1941577743,HIBERCELL INC.,US,GENUITY SCIENCE INC.,US,Acquisition 100%,Completed,"100,000.00",16.08.2021,100.00000,0.00000,100.00000,518210,541713,,,16.08.2021,Cash assumed,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Shares,,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
3232.,1941533585,NORTH STAR VENTURE MANAGEMENT 2000 LLC,US,DYNO THERAPEUTICS INC.,US,Acquisition unknown stake %,Completed,"100,000.00",06.05.2021,Unknown %,Unknown %,Unknown %,541713,523910,,,06.05.2021,Cash,Unlisted,"100,000"
,,LUX CAPITAL MANAGEMENT LLC,US,,,,,,,,,,,523910,,,,,,
,,AH CAPITAL MANAGEMENT LLC,US,,,,,,,,,,,523910,,,,,,
,,CASDIN CAPITAL LLC,US,,,,,,,,,,,523920,,,,,,
,,CRV LLC,US,,,,,,,,,,,523910,,,,,,
,,GV,US,,,,,,,,,,,525990,,,,,,
,,OBVIOUS MANAGEMENT SERVICES LLC,US,,,,,,,,,,,541611,,,,,,
,,KDT VENTURES LLC,US,,,,,,,,,,,523910,,,,,,
3233.,1941510579,VIA TRANSPORTATION INC.,US,REMIX SOFTWARE INC.,US,Acquisition 100%,Completed,"100,000.00",10.03.2021,100.00000,0.00000,100.00000,518210,518210,,,10.03.2021,Shares,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
3234.,1941480585,WYNDHAM DESTINATIONS INC.,US,MEREDITH CORPORATION'S TRAVEL + LEISURE BRAND AND ALL RELATED ASSETS,US,Acquisition 100%,Completed,"100,000.00",06.01.2021,100.00000,0.00000,100.00000,511120,531190,TNL,,06.01.2021,Cash Reserves,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"100,000"
,,,,,,,,,,,,,,,,,,Deferred payment,,n.a.
3235.,1941439238,PAGERDUTY INC.,US,RUNDECK INC.,US,Acquisition 100%,Completed,"100,000.00",01.10.2020,100.00000,0.00000,100.00000,511210,518210,PD,,21.09.2020,Shares,Unlisted,"40,000"
,,,,,,,,,,,,,,,,,,Cash,,"60,000"
3236.,1941365321,APPLE INC.,US,NEXTVR INC.,US,Acquisition 100%,Completed,"100,000.00",14.05.2020,100.00000,0.00000,100.00000,518210,334111,AAPL,,14.05.2020,,Unlisted,n.a.
3237.,1941318130,ANIKA THERAPEUTICS INC.,US,ARTHROSURFACE INC.,US,Acquisition 100%,Completed,"100,000.00",03.02.2020,100.00000,0.00000,100.00000,339113,325412,ANIK,,06.01.2020,Earn-out,Unlisted,"40,000"
,,,,,,,,,,,,,,,,,,Cash,,n.a.
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
3238.,1941279749,MERCURY SYSTEMS INC.,US,AMERICAN PANEL CORPORATION,US,Acquisition 100%,Completed,"100,000.00",23.09.2019,100.00000,0.00000,100.00000,334511,511210,MRCY,,30.07.2019,Cash,Unlisted,"100,000"
3239.,1941266348,ACCEL ENTERTAINMENT INC.,US,GRAND RIVER JACKPOT LLC,US,Acquisition 100%,Completed,"100,000.00",16.09.2019,100.00000,0.00000,100.00000,713990,713290,,,29.08.2019,Cash,Unlisted,"100,000"
3240.,1941237556,SHOPIFY INC.,CA,HANDSHAKE CORPORATION,US,Acquisition 100%,Completed,"100,000.00",23.05.2019,100.00000,0.00000,100.00000,518210,518210,SHOP,,23.05.2019,,Unlisted,n.a.
,,MR GLEN COATES,US,,,,,,,,,,,525920,,,,,,
3241.,1941234070,SISENSE INC.,US,PERISCOPE INC.,US,Acquisition 100%,Completed,"100,000.00",14.05.2019,100.00000,0.00000,100.00000,518210,518210,,,14.05.2019,Shares,Unlisted,"100,000"
3242.,1941190343,EDWARDS LIFESCIENCES CORPORATION,US,CAS MEDICAL SYSTEMS INC.,US,Acquisition 100%,Completed,"100,000.00",18.04.2019,100.00000,0.00000,100.00000,334510,339113,EW,CASM,12.02.2019,Cash,Delisted,"100,000"
3243.,1941179611,DANFOSS POWER SOLUTIONS INC.,US,UQM TECHNOLOGIES INC.,US,Acquisition 100%,Completed,"100,000.00",31.07.2019,100.00000,0.00000,100.00000,335312,336390,SHS,UQM,21.01.2019,Cash,Delisted,"100,000"
3244.,1941173310,H&E EQUIPMENT SERVICES INC.,US,WE RENT IT INC.,US,Acquisition 100%,Completed,"100,000.00",04.02.2019,100.00000,0.00000,100.00000,532412,532412,HEES,,08.01.2019,Cash,Unlisted,"100,000"
3245.,1939056843,GTY TECHNOLOGY HOLDINGS INC. (OLD),KY,ECIVIS INC.,US,Acquisition 100%,Completed,"100,000.00",19.02.2019,100.00000,0.00000,100.00000,518210,525990,,,12.09.2018,Cash,Unlisted,"30,000"
,,,,,,,,,,,,,,,,,,Shares,,"70,000"
,,,,,,,,,,,,,,,,,,Earn-out,,"50,000"
3246.,2008324049,PAYWARD INC.,US,SMALL EXCHANGE INC.,US,Acquisition 100%,Completed,"100,000.00",16.10.2025,100.00000,0.00000,100.00000,518210,518210,,,16.10.2025,Cash,Unlisted,"32,500"
,,,,,,,,,,,,,,,,,,Shares,,"67,500"
3247.,2008312236,PAYWARD INC.,US,SMALL EXCHANGE INC.,US,Acquisition 100%,Completed,"100,000.00",16.10.2025,100.00000,0.00000,100.00000,518210,518210,,,16.10.2025,Cash,Unlisted,"32,500"
,,,,,,,,,,,,,,,,,,Shares,,"67,500"
3248.,2008028337,WESTWOOD INSURANCE AGENCY LLC,US,HIPPO HOLDINGS INC.'S HOMEBUILDER DISTRIBUTION NETWORK,US,Acquisition 100%,Completed,"100,000.00",01.07.2025,100.00000,0.00000,100.00000,524210,524210,,,12.06.2025,,Unlisted,n.a.
3249.,2007842591,NEWSELA INC.,US,GENERATION GENIUS INC.,US,Acquisition 100%,Completed,"100,000.00",05.02.2025,100.00000,0.00000,100.00000,611710,518210,,,05.02.2025,Earn-out,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
3250.,2007821609,FLEXERA SOFTWARE LLC,US,NETAPP INC.'S SPOT BY NETAPP FINOPS BUSINESS,US,Acquisition 100%,Completed,"100,000.00",03.03.2025,100.00000,0.00000,100.00000,511210,518210,,,15.01.2025,,Unlisted,n.a.
3251.,2007802992,KAKEN INVESTMENT INC.,US,AADI SUBSIDIARY INC.,US,Acquisition 100%,Completed,"100,000.00",27.03.2025,100.00000,0.00000,100.00000,325412,525990,,,23.12.2024,Cash,Unlisted,"100,000"
3252.,2007210387,"RMR GROUP INC., THE",US,MPC PARTNERSHIP HOLDINGS LLC,US,Acquisition 100%,Completed,"100,000.00",19.12.2023,100.00000,0.00000,100.00000,518210,523920,RMR,,31.07.2023,Earn-out,Unlisted,"20,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
3253.,2007187239,COLUMBIA PROPERTY TRUST INC.,US,NORMANDY REAL ESTATE MANAGEMENT LLC,US,Acquisition 100%,Completed,"100,000.00",27.01.2020,100.00000,0.00000,100.00000,531390,531120,CXP,,16.10.2019,Shares,Unlisted,"86,500"
,,,,,,,,,,,,,,,,,,Cash,,"13,500"
3254.,2007091264,ESSENT US HOLDINGS INC.,US,AGENTS NATIONAL TITLE HOLDING COMPANY,US,Acquisition 100%,Completed,"100,000.00",10.07.2023,100.00000,0.00000,100.00000,524127,522310,,,02.02.2023,,Unlisted,n.a.
,,,,BOSTON NATIONAL HOLDINGS LLC,US,,,,,100.00000,0.00000,100.00000,522310,,,,,,Unlisted,
3255.,2007043014,EOTECH LLC,US,INTEVAC INC.'S PHOTONICS BUSINESS ASSETS,US,Acquisition 100%,Completed,"100,000.00",31.12.2021,100.00000,0.00000,100.00000,333316,333314,,,31.12.2021,Cash,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Earn-out,,"30,000"
3256.,2007013236,VECTOR SOLUTIONS INC.,US,EVERFI INC.'S HIGHER EDUCATION BUSINESS,US,Acquisition 100%,Completed,"100,000.00",20.07.2021,100.00000,0.00000,100.00000,518210,518210,,,20.07.2021,,Unlisted,n.a.
3257.,1941705887,"BOSTON SOLAR COMPANY LLC, THE",US,ECODAPTIVE INC.,US,Acquisition 100%,Completed,"100,000.00",21.06.2022,100.00000,0.00000,100.00000,523920,238210,,,21.06.2022,,Unlisted,n.a.
3258.,1941702710,OAKTREE CAPITAL MANAGEMENT LP,US,UNDISCLOSED PRIVATE SELLER'S CERTAIN EAST TEXAS UPSTREAM ASSETS AND RELATED FACILITIES,US,Acquisition 57.5%,Completed,"100,000.00",26.04.2022,57.50000,0.00000,57.50000,211120,523910,,,26.04.2022,Cash,Unlisted,n.a.
,,DIVERSIFIED ENERGY COMPANY PLC,GB,,,,,,,,,,,211120,,,,Cash Reserves,,n.a.
3259.,1941702498,BANK PLUS CORPORATION,US,FIRST TRUST CORPORATION,US,Acquisition 100%,Completed,"100,000.00",01.03.2022,100.00000,0.00000,100.00000,522110,551111,BPLS,,29.09.2021,Shares,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"100,000"
3260.,1941659016,ROMAN HEALTH VENTURES INC.,US,DADI INC.,US,Acquisition 100%,Completed,"100,000.00",01.03.2022,100.00000,0.00000,100.00000,621511,621310,,,01.03.2022,,Unlisted,n.a.
3261.,1941596211,SPORTSMAP TECH ACQUISITION CORPORATION,US,INFRARED CAMERAS HOLDINGS INC.,US,Acquisition 100%,Completed,"100,000.00",19.12.2023,100.00000,0.00000,100.00000,333316,525990,MSAI,,05.12.2022,Shares,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Earn-out,,n.a.
3262.,1941498541,CORCENTRIC LLC,US,VENDORIN INC.,US,Acquisition 100%,Completed,"100,000.00",16.02.2021,100.00000,0.00000,100.00000,518210,511210,,,16.02.2021,Cash,Unlisted,"100,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
3263.,1941658811,TARO PHARMACEUTICALS USA INC.,US,"PROACTIV COMPANY CORPORATION, THE",CA,Acquisition 100%,Completed,"99,279.00",28.02.2022,100.00000,0.00000,100.00000,325412,325412,,,22.02.2022,Cash,Unlisted,"99,279"
,,,,GALDERMA HOLDINGS INC.,US,,,,,100.00000,0.00000,100.00000,325412,,,,,,Unlisted,
,,,,PROACTIV YK,JP,,,,,100.00000,0.00000,100.00000,325412,,,,,,Unlisted,
3264.,2007297527,CENTRAL VALLEY COMMUNITY BANCORP,US,COMMUNITY WEST BANCSHARES,US,Acquisition 100%,Completed,"99,002.00",01.04.2024,100.00000,0.00000,100.00000,551111,522110,CWBC,CWBC,10.10.2023,Shares,Delisted,"99,002"
3265.,2007317262,CREDITORS,,ASPEN VALLEY RANCH,US,Acquisition 100%,Completed,"99,000.00",25.10.2023,100.00000,0.00000,100.00000,525920,525920,,,25.10.2023,,Unlisted,n.a.
,,UBS O'CONNOR LLC,US,,,,,,,,,,,523920,,,,,,
,,NINETEEN77 CAPITAL SOLUTIONS A LP,US,,,,,,,,,,,525990,,,,,,
,,BERMUDEZ MUTUARI LTD,VG,,,,,,,,,,,551114,,,,,,
,,WILMINGTON TRUST NATIONAL ASSOCIATION,US,,,,,,,,,,,523991,,,,,,
3266.,2008032349,INSPYR SOLUTIONS LLC,US,BGSF INC.'S PROFESSIONAL DIVISION,US,Acquisition 100%,Completed,"99,000.00",08.09.2025,100.00000,0.00000,100.00000,561320,561311,,,16.06.2025,Cash,Unlisted,"99,000"
3267.,1941725115,DEL MONTE FOODS INC.,US,MCCORMICK & COMPANY INC.'S KITCHEN BASICS BRAND ASSETS,US,Acquisition 100%,Completed,"99,000.00",03.08.2022,100.00000,0.00000,100.00000,311615,311421,,,03.08.2022,,Unlisted,n.a.
3268.,2007005169,RA MEDICAL SYSTEMS INC.,US,CATHETER PRECISION INC.,US,Acquisition 100%,Completed,"98,735.00",09.01.2023,100.00000,0.00000,100.00000,339112,334510,VTAK,VTAK,09.09.2022,Shares,Listed,"98,735"
3269.,2008493837,BARINGS LLC,US,MMG AT EVERGREEN WALK INC.,US,Acquisition 100%,Completed,"98,250.00",23.12.2025,100.00000,0.00000,100.00000,424590,523920,,,23.12.2025,,Unlisted,n.a.
,,BRAND STREET PROPERTIES LLC,US,,,,,,,,,,,531311,,,,,,
3270.,2008593254,APPLE HOSPITALITY REIT INC.,US,HILTON NASHVILLE DOWNTOWN,US,Acquisition 100%,Completed,"98,200.00",22.12.2025,100.00000,0.00000,100.00000,721110,531120,APLE,,22.12.2025,,Unlisted,n.a.
3271.,1941652651,DAK AMERICAS LLC,US,CARBONLITE HOLDINGS LLC'S PENNSYLVANIA ASSETS,US,Acquisition 100%,Completed,"98,100.00",07.06.2021,100.00000,0.00000,100.00000,562920,325211,,,05.05.2021,,Unlisted,n.a.
3272.,1941155242,SEMPRA ENERGY,US,SHARYLAND UTILITIES LP,US,Acquisition 50%,Completed,"98,000.00",16.05.2019,50.00000,0.00000,50.00000,531120,221112,SRE,,18.10.2018,,Unlisted,n.a.
3273.,2008131124,KEURIG DR PEPPER INC.,US,DYLA LLC,US,Acquisition unknown remaining stake %,Completed,"98,000.00",02.06.2025,Unknown remaining %,Unknown minority,100.00000,312120,312111,KDP,,02.06.2025,Cash,Unlisted,"72,000"
3274.,2008153561,XOMA ROYALTY CORPORATION,US,HILLEVAX INC.,US,Acquisition 100%,Completed,"97,775.00",17.09.2025,100.00000,0.00000,100.00000,541713,541713,XOMA,HLVX,04.08.2025,Earn-out,Listed,n.a.
,,,,,,,,,,,,,,,,,,Cash,,"97,775"
3275.,2007096646,SPLIT ROCK RESOURCES LLC,US,"NON-OPERATED PERMIAN BASIN OIL AND GAS ASSETS IN DELAWARE,LEA COUNTIES, NEW MEXICO AND TEXAS",US,Acquisition 100%,Completed,"97,500.00",18.01.2022,100.00000,0.00000,100.00000,211120,213112,,,18.01.2022,Cash,Unlisted,"97,500"
3276.,1939049431,VERA BRADLEY INC.,US,CREATIVE GENIUS LLC,US,Acquisition 75%,Completed,"97,500.00",16.07.2019,75.00000,0.00000,75.00000,339910,316998,VRA,,20.06.2019,Cash,Unlisted,"97,500"
,,,,,,,,,,,,,,,,,,Earn-out,,"22,500"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
3277.,2008504990,JANUS INTERNATIONAL GROUP INC.,US,KIWI II CONSTRUCTION INC.'S ASSETS,US,Acquisition 100%,Completed,"97,200.00",08.01.2026,100.00000,0.00000,100.00000,236210,334290,JBI,,08.01.2026,Cash,Unlisted,"97,200"
3278.,1941708162,LIQUIDIA TECHNOLOGIES INC.,US,RAREGEN LLC,US,Acquisition 100%,Completed,"96,737.00",18.11.2020,100.00000,0.00000,100.00000,523910,541713,LQDA,,29.06.2020,Earn-out,Unlisted,"29,521"
,,,,,,,,,,,,,,,,,,Shares,,"96,737"
3279.,2008523128,INVITATION HOMES INC.,US,RESIBUILT HOMES LLC,US,Acquisition 100%,Completed,"96,500.00",16.01.2026,100.00000,0.00000,100.00000,236115,531110,INVH,,16.01.2026,Earn-out,Unlisted,n.a.
3280.,1941386198,KLX ENERGY SERVICES HOLDINGS INC.,US,RED BONE SERVICES LLC,US,Acquisition 100%,Completed,"96,500.00",20.03.2019,100.00000,0.00000,100.00000,213112,213112,KLXE,,20.03.2019,Cash,Unlisted,"14,500"
,,,,TECTON ENERGY SERVICES LLC,US,,,,,100.00000,0.00000,100.00000,213112,,,,,Liabilities,Unlisted,"14,500"
,,,,,,,,,,,,,,,,,,Shares,,"67,500"
3281.,1941551712,LAKE MICHIGAN CREDIT UNION,US,PILOT BANCSHARES INC.,US,Acquisition 100%,Completed,"96,124.00",21.12.2021,100.00000,0.00000,100.00000,522110,522130,,PLBN,16.06.2021,Cash,Delisted,"96,124"
3282.,2007964490,INFINX INC.,US,I3 VERTICALS INC.'S HEALTHCARE REVENUE CYCLE MANAGEMENT BUSINESS,US,Acquisition 100%,Completed,"96,000.00",05.05.2025,100.00000,0.00000,100.00000,541618,518210,,,05.05.2025,Cash,Unlisted,"96,000"
3283.,2007176576,MAYVILLE ENGINEERING COMPANY INC.,US,MID-STATES ALUMINUM CORPORATION,US,Acquisition 100%,Completed,"96,000.00",01.07.2023,100.00000,0.00000,100.00000,331318,332999,MEC,,20.06.2023,,Unlisted,n.a.
3284.,1941440797,CROWDSTRIKE HOLDINGS INC.,US,PREEMPT SECURITY INC.,US,Acquisition 100%,Completed,"96,000.00",30.09.2020,100.00000,0.00000,100.00000,518210,518210,CRWD,,23.09.2020,Cash,Unlisted,"86,000"
,,,,,,,,,,,,,,,,,,Shares,,"10,000"
3285.,2008120624,MERCANTILE BANK CORPORATION,US,EASTERN MICHIGAN FINANCIAL CORPORATION,US,Acquisition 100%,Completed,"95,800.00",31.12.2025,100.00000,0.00000,100.00000,522110,522110,MBWM,EFIN,22.07.2025,Shares,Delisted,"53,790"
,,,,,,,,,,,,,,,,,,Cash,,"42,010"
3286.,2008344499,GLEIBERMAN PROPERTIES INC.,US,DOCKSIDE APARTMENTS,US,Acquisition 100%,Completed,"95,600.00",30.10.2025,100.00000,0.00000,100.00000,531110,531311,,,30.10.2025,,Unlisted,n.a.
3287.,2007583731,KARL STORZ ENDOSCOPY-AMERICA INC.,US,ASENSUS SURGICAL INC.,US,Acquisition 100%,Completed,"95,316.00",22.08.2024,100.00000,0.00000,100.00000,339112,339112,,ASXC,06.06.2024,Cash,Delisted,"95,316"
3288.,2008690230,INFOSYS NOVA HOLDINGS LLC,US,STRATUS GLOBAL LLC,US,Acquisition 100%,Completed,"95,000.00",23.04.2026,100.00000,0.00000,100.00000,524126,551114,,,25.03.2026,,Unlisted,n.a.
3289.,2007404132,VERACYTE INC.,US,C2I GENOMICS INC.,US,Acquisition 100%,Completed,"95,000.00",06.02.2024,100.00000,0.00000,100.00000,518210,541713,VCYT,,08.01.2024,Earn-out,Unlisted,"25,000"
,,,,,,,,,,,,,,,,,,Shares,,"70,000"
3290.,1941544394,ENCOMPASS HEALTH CORPORATION,US,"FRONTIER HOME HEALTH AND HOSPICE LLC'S HOME HEALTH AND HOSPICE ASSETS IN ALASKA, COLORADO, MONTANA, WASHINGTON AND WYOMING",US,Acquisition 100%,Completed,"95,000.00",01.06.2021,100.00000,0.00000,100.00000,621610,621610,EHC,,26.04.2021,Cash,Unlisted,"95,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
3291.,1941318109,ANIKA THERAPEUTICS INC.,US,PARCUS MEDICAL LLC,US,Acquisition 100%,Completed,"95,000.00",24.01.2020,100.00000,0.00000,100.00000,339113,325412,ANIK,,06.01.2020,Cash,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Earn-out,,"60,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
3292.,1941290970,MEASUREMENT SPECIALTIES INC.,US,SILICON MICROSTRUCTURES INC.,US,Acquisition 100%,Completed,"95,000.00",30.09.2019,100.00000,0.00000,100.00000,334413,334413,MEAS,,20.09.2019,Liabilities,Unlisted,n.a.
3293.,2007060009,DROPBOX INC.,US,KING STREET LABS LLC,US,Acquisition 100%,Completed,"95,000.00",15.12.2022,100.00000,0.00000,100.00000,518210,518210,DBX,,15.12.2022,Cash,Unlisted,"95,000"
3294.,1941633471,UFP TECHNOLOGIES INC.,US,DAS MEDICAL HOLDINGS LLC,US,Acquisition 100%,Completed,"95,000.00",21.12.2021,100.00000,0.00000,100.00000,339113,326140,UFPT,,21.12.2021,Cash,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Earn-out,,n.a.
3295.,1941446965,RITE AID CORPORATION,US,"BARTELL DRUG COMPANY, THE",US,Acquisition 100%,Completed,"95,000.00",18.12.2020,100.00000,0.00000,100.00000,446110,446110,RTA1,,07.10.2020,Cash,Unlisted,"95,000"
3296.,1941334119,BIOPHARMX CORPORATION,US,TIMBER PHARMACEUTICALS LLC,US,Acquisition 100%,Completed,"94,989.00",18.05.2020,100.00000,0.00000,100.00000,541715,541713,TMBRQ,,28.01.2020,Shares,Unlisted,"94,989"
3297.,2007058819,VALLON PHARMACEUTICALS INC.,US,GLYCOREGIMMUNE INC.,US,Acquisition 100%,Completed,"94,841.00",21.04.2023,100.00000,0.00000,100.00000,541713,325412,GRI,,13.12.2022,Shares,Unlisted,"94,841"
3298.,2007134787,FOXCONN EV TECHNOLOGY INC.,US,FOXCONN EV SYSTEM LLC,US,Acquisition increased from 100% to 100%,Completed,"94,537.00",12.04.2023,Unknown %,100.00000,100.00000,336111,336111,,,06.03.2023,Business assets,Unlisted,"9,287"
,,,,,,,,,,,,,,,,,,Cash,,"85,200"
3299.,1941114689,BLUE WATER ENERGY LLP,GB,VAREL INTERNATIONAL ENERGY SERVICES INC.,US,Acquisition 70%,Completed,"94,390.77",12.03.2020,70.00000,0.00000,70.00000,333132,523910,,,28.10.2019,Liabilities,Unlisted,n.a.
,,NIXON ENERGY INVESTMENTS LLC,US,,,,,,,,,,,523910,,,,,,
3300.,2008343109,FIRST MID BANCSHARES INC.,US,TWO RIVERS FINANCIAL GROUP INC.,US,Acquisition 100%,Completed,"94,100.00",28.02.2026,100.00000,0.00000,100.00000,551111,522110,FMBH,TRVR,30.10.2025,Shares,Delisted,"94,100"
3301.,1941663149,REDWOODS ACQUISITION CORPORATION,US,ANEW MEDICAL INC.,US,Acquisition 100%,Completed,"94,000.00",21.06.2024,100.00000,0.00000,100.00000,541713,525990,,GRML,30.05.2023,Shares,Listed,"94,000"
,,,,,,,,,,,,,,,,,,Liabilities,,n.a.
,,,,,,,,,,,,,,,,,,Earn-out,,n.a.
3302.,1941353134,BASIC ENERGY SERVICES INC.,US,C&J WELL SERVICES INC.,US,Acquisition 100%,Completed,"94,000.00",09.03.2020,100.00000,0.00000,100.00000,213112,213112,BASXQ,,09.03.2020,Cash,Unlisted,"59,000"
,,,,,,,,,,,,,,,,,,Bonds,,"34,000"
3303.,2007094238,CTO REALTY GROWTH INC.,US,WEST BROAD VILLAGE,US,Acquisition 100%,Completed,"93,900.00",17.10.2022,100.00000,0.00000,100.00000,452210,531120,CTO,,17.10.2022,Cash,Unlisted,"35,000"
3304.,2008630450,AXOS BANK,US,VERDANT COMMERCIAL CAPITAL LLC,US,Acquisition 100%,Completed,"93,500.00",30.09.2025,100.00000,0.00000,100.00000,522220,522110,,,22.09.2025,Cash,Unlisted,"43,500"
,,,,,,,,,,,,,,,,,,Earn-out,,"50,000"
3305.,2007017101,CRYPTYDE INC.,US,FOREVER 8 FUND LLC,US,Acquisition 100%,Completed,"93,400.00",04.10.2022,100.00000,0.00000,100.00000,523910,511210,ORBS,,15.09.2022,Earn-out,Unlisted,"37,000"
,,,,,,,,,,,,,,,,,,Liabilities,,"7,400"
,,,,,,,,,,,,,,,,,,Bonds,,"27,500"
,,,,,,,,,,,,,,,,,,Shares,,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
3306.,1941197722,COMMUNITY BANK SYSTEM INC.,US,KINDERHOOK BANK CORPORATION,US,Acquisition 100%,Completed,"93,400.00",12.07.2019,100.00000,0.00000,100.00000,522110,522110,CBU,,22.01.2019,Cash,Unlisted,"93,400"
3307.,2007850379,FEDERAL SIGNAL CORPORATION,US,WATERBLASTING TECHNOLOGIES LLC'S ASSETS,US,Acquisition 100%,Completed,"93,100.00",12.02.2025,100.00000,0.00000,100.00000,333318,334290,FSS,,12.02.2025,Cash,Unlisted,n.a.
,,,,WATERBLASTING TECHNOLOGIES LLC'S OPERATIONS,US,,,,,100.00000,0.00000,100.00000,333318,,,,,Earn-out,Unlisted,"15,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
3308.,1941727956,HEICO ELECTRONIC TECHNOLOGIES CORPORATION,US,SENSOR SYSTEMS INC.,US,Acquisition 100%,Completed,"93,035.00",11.08.2022,100.00000,0.00000,100.00000,334419,336413,,,11.08.2022,Cash,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Third party shares,,"93,035"
3309.,2008038154,WORTHINGTON ENTERPRISES INC.,US,ELGEN MANUFACTURING COMPANY INC.,US,Acquisition 100%,Completed,"93,000.00",19.06.2025,100.00000,0.00000,100.00000,423730,332312,WOR,,19.06.2025,Cash,Unlisted,"93,000"
,,,,,,,,,,,,,,,,,,Cash Reserves,,n.a.
3310.,2007864898,SKYWATER TECHNOLOGY INC.,US,SPANSION FAB 25 LLC,US,Acquisition 100%,Completed,"93,000.00",30.06.2025,100.00000,0.00000,100.00000,334413,334413,SKYT,,26.02.2025,Cash,Unlisted,"93,000"
3311.,2007108192,BRAZOS DELAWARE GAS LLC,US,RATTLER MIDSTREAM LP'S PECOS GAS GATHERING SYSTEM ASSETS,US,Acquisition 100%,Completed,"93,000.00",01.11.2021,100.00000,0.00000,100.00000,211120,213112,,,01.11.2021,Cash,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Earn-out,,"10,000"
3312.,2007079277,REPAY HOLDINGS CORPORATION,US,CPS PAYMENT SERVICES LLC,US,Acquisition 100%,Completed,"93,000.00",03.11.2020,100.00000,0.00000,100.00000,518210,518210,RPAY,,27.10.2020,Cash Reserves,Unlisted,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
,,,,,,,,,,,,,,,,,,Earn-out,,"15,000"
3313.,1941249238,ALTIMMUNE INC.,US,SPITFIRE PHARMA INC.,US,Acquisition 100%,Completed,"93,000.00",15.07.2019,100.00000,0.00000,100.00000,541713,541713,ALT,,09.07.2019,Earn-out,Unlisted,"88,000"
,,,,,,,,,,,,,,,,,,Shares,,n.a.
,,,,,,,,,,,,,,,,,,Cash,,n.a.
,,,,,,,,,,,,,,,,,,Deferred payment,,n.a.
